Resized (0-255),Inverted (0-255),Normalized (0-1)
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
37,218,0.8549019607843137
39,216,0.8470588235294118
42,213,0.8352941176470589
43,212,0.8313725490196079
71,184,0.7215686274509804
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
46,209,0.8196078431372549
46,209,0.8196078431372549
240,15,0.058823529411764705
255,0,0.0
69,186,0.7294117647058823
41,214,0.8392156862745098
39,216,0.8470588235294118
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
63,192,0.7529411764705882
30,225,0.8823529411764706
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
45,210,0.8235294117647058
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
46,209,0.8196078431372549
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
50,205,0.803921568627451
20,235,0.9215686274509803
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
230,25,0.09803921568627451
43,212,0.8313725490196079
21,234,0.9176470588235294
197,58,0.22745098039215686
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
2,253,0.9921568627450981
1,254,0.996078431372549
4,251,0.984313725490196
10,245,0.9607843137254902
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
221,34,0.13333333333333333
255,0,0.0
20,235,0.9215686274509803
21,234,0.9176470588235294
26,229,0.8980392156862745
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
77,178,0.6980392156862745
14,241,0.9450980392156862
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
15,240,0.9411764705882353
12,243,0.9529411764705882
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
15,240,0.9411764705882353
15,240,0.9411764705882353
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
23,232,0.9098039215686274
14,241,0.9450980392156862
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
117,138,0.5411764705882353
37,218,0.8549019607843137
255,0,0.0
255,0,0.0
255,0,0.0
49,206,0.807843137254902
25,230,0.9019607843137255
12,243,0.9529411764705882
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
47,208,0.8156862745098039
30,225,0.8823529411764706
16,239,0.9372549019607843
17,238,0.9333333333333333
13,242,0.9490196078431372
26,229,0.8980392156862745
14,241,0.9450980392156862
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
255,0,0.0
